pubDate,title,description,originallink,link
2025-11-22 07:28:00,"플레이브, 고척돔서 '획기적 도약'…40대 아저씨, '플리'에 더 가까워졌...",아스테룸에서부터 테라(지구)로 날아온 플레이브는 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스... 이 곡은 K-팝 역사에서 라이브형 아이돌이 무엇인지를 보여준 전환점 같은 곡입니다. 플레이브 멤버들은... ,https://www.newsis.com/view/NISX20251120_0003411341,https://m.entertain.naver.com/article/003/0013615215
2025-11-22 00:18:00,[취재수첩] 국회가 K애니 세미나를 외면하는 이유,끼치는 영향이 작다 보니 애니메이션 행사에 축사조차 안 하려고 한다. 그러면서도 정부와 정치권에선 여전히 “제2의 케데헌(케이팝 데몬 헌터스)을 우리 스스로 만들자”고 주장한다. 헛된 구호로밖에 들리지 않는다.,https://www.hankyung.com/article/2025112185811,https://n.news.naver.com/mnews/article/015/0005214664?sid=110
2025-11-22 00:00:00,&quot;악귀는 기독교 정신과 어긋나&quot;…'케데헌 금지령' 내린 초등학교,"넷플릭스 애니메이션 '케이팝 데몬 헌터스' 한국 신화를 모티브로 한 K-팝 그룹이 초자연적 존재와 대치하는 내용을 담고 있다. 공개 후 누적 시청 2억 3000만 회를 넘기며 올해 최고 흥행작으로 평가받고 있으며, 영화 OST는... ",https://www.news1.kr/life-culture/general-cultural/5984404,https://n.news.naver.com/mnews/article/421/0008618853?sid=103
2025-11-21 17:06:00,"KX, '비마이프렌즈' 플랫폼 투자로 IP기반 미디어 사업 전면 확장",이번 투자는 글로벌 K-콘텐츠와 팬덤 비즈니스 시장의 급성장에 발맞춰 새로운 성장 동력을 확보함과... 비스테이지는 최근 넷플릭스 애니메이션 '케이팝 데몬 헌터스'의 굿즈 프로젝트 공식 제작 파트너로 선정되면서... ,http://www.hansbiz.co.kr/news/articleView.html?idxno=793832,http://www.hansbiz.co.kr/news/articleView.html?idxno=793832
2025-11-21 16:36:00,"“전 세계 K팝 팬덤 모은다” KX, ‘비마이프렌즈’ 플랫폼 투자…IP기반...",이번 투자는 글로벌 K-콘텐츠와 팬덤 비즈니스 시장의 급성장에 발맞춰 새로운 성장 동력을 확보함과... 비스테이지는 최근 넷플릭스 애니메이션 ‘케이팝 데몬 헌터스(KPop Demon Hunters)’의 굿즈 프로젝트 공식 제작... ,http://www.beyondpost.co.kr/view.php?ud=20251121163358184be44c0aacd_30,http://www.beyondpost.co.kr/view.php?ud=20251121163358184be44c0aacd_30
2025-11-21 16:30:00,"Al-Ahram / 11.20 한-이집트, 한반도·중동 평화 증진 합의 [외신에 비친...","영화인 '케이팝 데몬 헌터스'의 의상을 입고 참여했는데요. 보도에 따르면, 이번 환경운동과 관련해 김성환... WSJ / 11.14 웰에이징 시술 위해 한국 찾는 미국인들 마지막으로, 세계로 뻗어 나가는 K-뷰티 소식 전해드립니다.... ",https://www.ktv.go.kr/content/view?content_id=742192,https://www.ktv.go.kr/content/view?content_id=742192
2025-11-21 14:00:00,"에스파 손잡고 볶음면 확대까지… 농심, 글로벌 공략 강화",내세워 K-푸드의 정통성을 강화하겠다는 구상이다. 특히 농심은 내년 신라면 40주년을 계기로 공격적인 제품... 최근에는 '케이팝 데몬 헌터스'와 협업 제품을 출시하는 등 다양한 브랜드 파트너십을 확대하며 글로벌... ,http://www.seoulwire.com/news/articleView.html?idxno=681714,http://www.seoulwire.com/news/articleView.html?idxno=681714
2025-11-21 13:52:00,"서울을 느끼고, 만들고, 즐긴다… 외국인 관광객 필수코스 ‘서울컬쳐라...",서울관광재단 최근 ‘케이팝 데몬 헌터스’와 ‘오징어 게임’ 같은 글로벌 OTT(인터넷 영상 플랫폼)... 서울컬쳐라운지 프로그램은 한글·전통무용·음악·음식·뷰티·K-팝 등 외국인 선호도가 높은 콘텐츠 중심으로... ,https://www.chosun.com/special/special_section/2025/11/21/Z5CSXS5XDRC3JE26JPA6AEIYLU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003942420?sid=004
2025-11-21 11:38:00,인기 여행 플랫폼 '클룩'의 칠전팔기 한국 성장기,"최근 넷플릭스 ‘케이팝 데몬 헌터스’(케데헌) 등 K-콘텐츠가 폭발적으로 확산하면서 한국을 찾는 여행 패턴도 달라졌다. “홍대 절에서 태극권 수업을 받거나, 야구장 투어를 하거나, 목욕탕을 체험하는 상품이 몇백... ",https://zdnet.co.kr/view/?no=20251120155012,https://n.news.naver.com/mnews/article/092/0002399390?sid=105
2025-11-21 08:24:00,"트와이스 채영, 활동 잠정중단 &quot;미주신경성 실신 진단&quot;","K-팝 간판 걸그룹 '트와이스(TWICE)' 멤버 채영이 건강 문제로 활동을 잠정 중단한다. 소속사... 채영은 트와이스 다른 멤버들은 정연, 지효와 함께 부른 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'(케데헌)' OST '테이크... ",https://www.newsis.com/view/NISX20251121_0003411480,https://m.entertain.naver.com/article/003/0013613452
2025-11-21 06:52:00,[국세 칼럼] AI 활용 잘하는 사람이 새로운 시대 리드한다,"특히 K-팝, K-드라마, 웹툰 같은 K-컨텐츠의 성공은 AI를 활용해 글로벌 시장을 공략할 수 있는 큰 발판이 될... 한국 출신 해외 교포들이 콘텐츠 제작에 참여한 &lt;케데헌(케이 팝 데몬 헌터스)&gt; 같은 넷플릭스 콘텐츠가 전... ",http://www.intn.co.kr/news/articleView.html?idxno=2047309,http://www.intn.co.kr/news/articleView.html?idxno=2047309
2025-11-20 23:42:00,[팀 알퍼의 런던 Eye] [11] 대여 한복의 ‘정통성’,‘K팝 데몬 헌터스’에서 본 갓이 강렬한 인상을 남긴 모양이다. 치마에 갓이라는 조합이 조선 시대에는 상상할 수도 없는 일이라는 사실은 그다지 신경 쓰지 않는 것 같았다. 원칙주의자들의 한복 정통성에 대한... ,https://www.chosun.com/opinion/specialist_column/2025/11/20/YWUFDJ7C5ZBP5BMY5B4EZV3ZE4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003942261?sid=103
2025-11-20 20:44:00,"트와이스 채영, 래퍼 소코도모 신곡 ‘WAKE UP (Feat. CHAEYOUNG of TWICE)’...","넷플릭스 ‘K팝 데몬 헌터스’(KPop Demon Hunters) 오리지널 사운드 트랙 ‘TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)’(테이크다운 (정연, 지효, 채영))과 미니 14집 수록 ‘Strategy’(스트래티지)는 빌보드 메인 차트 ‘핫... ",https://sports.khan.co.kr/article/202511202043003?pt=nv,https://m.entertain.naver.com/article/144/0001081393
2025-11-20 20:10:00,아이돌처럼 꾸미고 '골든' 춤 배워요…K컬처 체험에 흠뻑,"K-뷰티, K-메이크업을 받아보고 싶어 하시는 것 같아요.] 메이크업을 받은 또 다른 중국인들이 찾은 곳은 한 댄스 연습실입니다. 전 세계적으로 인기를 끈 영화 '케이팝 데몬 헌터스'의 주제곡 '골든'의 안무를 배우고... ",https://news.jtbc.co.kr/article/NB12271767?influxDiv=NAVER,https://n.news.naver.com/mnews/article/437/0000465412?sid=101
2025-11-20 17:47:00,"트와이스 채영, 래퍼 소코도모 신곡 '웨이크 업' 피처링 참여…20일 음원...","넷플릭스 'K팝 데몬 헌터스' 오리지널 사운드 트랙 '테이크 다운 (정연, 지효, 채영)'과 14번째 미니앨범 수록곡 '스트래티지'는 빌보드 메인 차트 '핫 100'에 장기 차트인하며 롱런 인기몰이 중이다. 한편 트와이스는 자체... ",https://www.spotvnews.co.kr/news/articleView.html?idxno=783418,https://m.entertain.naver.com/article/477/0000580532
